# t rg re1 re2
5479 3.398552 9.142416 9.142416
5480 3.562317 10.121901 10.121901
5481 3.664063 12.142023 12.142023
5482 3.658016 12.130019 12.130019
5483 3.525940 10.857638 10.857638
5484 3.471947 10.683775 10.683775
5485 3.653494 11.585130 11.585130
5486 3.612293 11.282907 11.282907
5487 3.599743 10.498720 10.498720
5488 3.816389 9.718291 9.718291
5489 3.940529 10.832074 10.832074
5490 4.242258 11.715774 11.715774
5491 4.480651 12.735571 12.735571
5492 4.409791 13.291415 13.291415
5493 4.309241 12.790047 12.790047
5494 4.259790 12.122825 12.122825
5495 4.300340 11.135769 11.135769
5496 3.915842 9.806619 9.806619
5497 3.631932 7.503474 7.503474
5498 3.819819 8.533838 8.533838
5499 3.920945 10.090370 10.090370
5500 3.980684 11.203517 11.203517
5501 3.955924 11.317005 11.317005
5502 3.894957 11.732281 11.732281
5503 4.044321 13.123271 13.123271
5504 4.041560 12.054169 12.054169
5505 4.030972 12.531739 12.531739
5506 4.097125 11.820155 11.820155
5507 4.092192 11.701176 11.701176
5508 3.921106 10.960778 10.960778
5509 3.901986 10.050756 10.050756
5510 3.831307 9.784962 9.784962
5511 3.657077 9.404469 9.404469
5512 3.682784 8.917496 8.917496
5513 3.835940 8.599130 8.599130
5514 3.843250 9.860018 9.860018
5515 3.848402 8.845281 8.845281
5516 3.676331 9.070752 9.070752
5517 3.774769 9.293828 9.293828
5518 3.773630 9.010204 9.010204
5519 3.620417 8.872068 8.872068
5520 3.571947 8.943448 8.943448
5521 3.378773 8.896097 8.896097
5522 3.341710 8.801295 8.801295
5523 3.370064 9.095068 9.095068
5524 3.377251 10.431366 10.431366
5525 3.348624 10.159234 10.159234
5526 3.327110 9.862408 9.862408
5527 3.215232 10.155262 10.155262
5528 3.200912 9.665585 9.665585
5529 3.249188 8.780691 8.780691
5530 3.372553 8.357490 8.357490
5531 3.476262 7.182898 7.182898
5532 3.629081 6.758265 6.758265
5533 3.520752 7.146978 7.146978
5534 3.467510 8.099039 8.099039
5535 3.498099 9.076786 9.076786
5536 3.542855 8.463261 8.463261
5537 3.582003 8.395693 8.395693
5538 3.491927 8.131148 8.131148
5539 3.537774 8.234805 8.234805
5540 3.492572 9.171457 9.171457
5541 3.377040 9.189307 9.189307
5542 3.387060 8.171100 8.171100
5543 3.566713 8.127500 8.127500
5544 3.792015 7.601385 7.601385
5545 3.945595 8.674590 8.674590
5546 4.051837 10.198988 10.198988
5547 3.830348 9.824961 9.824961
5548 3.838738 10.835869 10.835869
5549 3.891554 12.175572 12.175572
5550 4.042877 13.229945 13.229945
5551 4.251534 13.776412 13.776412
5552 4.377340 13.053975 13.053975
5553 4.398958 12.046922 12.046922
5554 4.300312 12.082604 12.082604
5555 4.402932 11.805525 11.805525
5556 4.456418 11.471108 11.471108
5557 4.369011 11.778578 11.778578
5558 4.303405 11.335375 11.335375
5559 4.223628 10.640375 10.640375
5560 4.066910 10.751215 10.751215
5561 4.077358 11.509432 11.509432
5562 4.118318 11.638591 11.638591
5563 3.980196 9.773812 9.773812
5564 3.907805 11.575655 11.575655
5565 3.674996 10.637919 10.637919
5566 3.615608 11.665816 11.665816
5567 3.631806 11.582367 11.582367
5568 3.590129 9.783090 9.783090
5569 3.612651 10.071093 10.071093
5570 3.846665 10.373245 10.373245
5571 3.806899 11.148733 11.148733
5572 3.903697 11.533159 11.533159
5573 4.063801 10.768485 10.768485
5574 3.971724 10.864778 10.864778
5575 3.616022 9.265820 9.265820
5576 3.420199 6.796423 6.796423
5577 3.335486 6.394560 6.394560
5578 3.252818 6.714672 6.714672
5579 3.422593 5.797481 5.797481
5580 3.638771 6.997796 6.997796
5581 3.860098 7.865146 7.865146
5582 3.959104 7.759297 7.759297
5583 3.990963 8.157113 8.157113
5584 3.793974 7.001761 7.001761
5585 3.696439 8.012161 8.012161
5586 3.607733 9.188197 9.188197
5587 3.727851 9.599384 9.599384
5588 3.900518 10.068243 10.068243
5589 3.829224 10.874533 10.874533
5590 3.791702 11.552251 11.552251
5591 3.442597 10.128081 10.128081
5592 3.212559 9.287354 9.287354
5593 3.256722 9.393715 9.393715
5594 3.223603 9.226598 9.226598
5595 3.206193 9.743227 9.743227
5596 3.225236 8.887785 8.887785
5597 3.250439 8.982201 8.982201
5598 3.170427 8.449959 8.449959
5599 3.188549 8.468506 8.468506
5600 3.204540 8.089688 8.089688
5601 3.135680 7.445126 7.445126
5602 2.996893 6.485903 6.485903
5603 3.143211 6.832127 6.832127
5604 3.153787 8.985264 8.985264
5605 3.042940 8.249929 8.249929
5606 2.833956 5.838832 5.838832
5607 2.703282 6.077632 6.077632
5608 2.647705 5.650643 5.650643
5609 2.601412 4.061767 4.061767
5610 2.621263 3.763338 3.763338
5611 2.533918 3.318195 3.318195
5612 2.394378 2.743442 2.743442
5613 2.347302 3.183870 3.183870
5614 2.578422 3.412271 3.412271
5615 2.628500 3.802665 3.802665
5616 2.700207 2.580134 2.580134
5617 2.903120 3.619914 3.619914
5618 2.604421 4.893921 4.893921
5619 2.487845 4.596017 4.596017
5620 2.617466 4.891100 4.891100
5621 2.664761 3.862757 3.862757
5622 2.683023 2.557575 2.557575
5623 2.698504 3.080504 3.080504
5624 2.625764 2.896004 2.896004
5625 2.847721 3.915465 3.915465
5626 2.876568 4.585861 4.585861
5627 2.980948 4.531997 4.531997
5628 3.282783 6.589829 6.589829
5629 3.331137 8.029641 8.029641
5630 3.440239 8.039630 8.039630
5631 3.623437 8.164625 8.164625
5632 3.745919 9.376067 9.376067
5633 3.480697 7.834524 7.834524
5634 3.344870 7.003470 7.003470
5635 3.366446 6.966113 6.966113
5636 3.370830 7.869606 7.869606
5637 3.378074 7.529299 7.529299
5638 3.521053 8.619630 8.619630
5639 3.832410 8.019957 8.019957
5640 4.087904 7.912606 7.912606
5641 4.004424 7.468700 7.468700
5642 3.876655 6.664574 6.664574
5643 3.919549 6.811552 6.811552
5644 3.914998 7.677247 7.677247
5645 3.914634 7.571420 7.571420
5646 4.105521 7.413742 7.413742
5647 4.154934 6.408819 6.408819
5648 4.061975 5.951612 5.951612
5649 4.001876 5.762560 5.762560
5650 4.059188 6.765326 6.765326
5651 3.850080 6.751723 6.751723
5652 3.756641 6.201820 6.201820
5653 3.746211 6.856308 6.856308
5654 3.636098 8.556256 8.556256
5655 3.458722 6.899322 6.899322
5656 3.590317 7.480755 7.480755
5657 3.559358 7.774270 7.774270
5658 3.668060 10.303021 10.303021
5659 3.834503 11.122354 11.122354
5660 3.962480 11.024257 11.024257
5661 4.118366 10.994148 10.994148
5662 4.218252 10.453007 10.453007
5663 4.101877 10.001979 10.001979
5664 4.064781 10.321261 10.321261
5665 3.913001 9.088604 9.088604
5666 3.811293 7.810649 7.810649
5667 3.736593 7.143966 7.143966
5668 3.612126 5.959057 5.959057
5669 3.527036 5.227209 5.227209
5670 3.512822 5.334947 5.334947
5671 3.443908 4.780583 4.780583
5672 3.425120 5.499610 5.499610
5673 3.385094 6.200381 6.200381
5674 3.381731 4.798382 4.798382
5675 3.461019 4.708552 4.708552
5676 3.491709 5.403983 5.403983
5677 3.448033 4.890700 4.890700
5678 3.427976 5.236316 5.236316
5679 3.491366 7.128004 7.128004
5680 3.725430 7.896254 7.896254
5681 3.638228 8.080258 8.080258
5682 3.648077 7.824971 7.824971
5683 3.676449 6.621989 6.621989
5684 3.873320 8.473707 8.473707
5685 3.948008 9.248855 9.248855
5686 3.951420 8.886911 8.886911
5687 3.816585 9.448769 9.448769
5688 3.771258 8.694793 8.694793
5689 3.748371 8.656331 8.656331
5690 3.635807 6.907849 6.907849
5691 3.428388 5.712101 5.712101
5692 3.152411 5.103496 5.103496
5693 3.011160 5.761291 5.761291
5694 2.994373 8.089424 8.089424
5695 3.036906 9.170916 9.170916
5696 3.059740 9.265584 9.265584
5697 3.076256 8.258610 8.258610
5698 3.214840 7.730758 7.730758
5699 3.278074 7.973962 7.973962
5700 3.228906 9.512803 9.512803
5701 3.133621 7.692004 7.692004
5702 3.182040 7.724307 7.724307
5703 3.395647 9.169375 9.169375
5704 3.535081 10.154074 10.154074
5705 3.749955 10.073003 10.073003
5706 3.864681 10.270550 10.270550
5707 3.882576 9.702002 9.702002
5708 3.891882 9.822839 9.822839
5709 3.815323 10.240125 10.240125
5710 3.844727 10.175971 10.175971
5711 3.983077 10.943087 10.943087
5712 3.937205 10.928420 10.928420
5713 3.999477 10.775207 10.775207
5714 4.339968 12.203716 12.203716
5715 4.056572 12.151594 12.151594
5716 4.021395 12.965192 12.965192
5717 3.953495 13.007302 13.007302
5718 3.825314 11.726065 11.726065
5719 3.974061 12.794622 12.794622
5720 3.682174 10.667785 10.667785
5721 3.614798 10.914441 10.914441
5722 3.763404 12.433329 12.433329
5723 3.828628 13.138509 13.138509
5724 3.586904 11.576403 11.576403
5725 3.390465 9.893399 9.893399
5726 3.312629 9.406961 9.406961
5727 3.543147 9.715870 9.715870
5728 3.617606 8.499493 8.499493
5729 3.622491 8.483962 8.483962
5730 3.702494 7.363461 7.363461
5731 3.638324 8.553603 8.553603
5732 3.582747 8.693231 8.693231
5733 3.610692 8.930029 8.930029
5734 3.697394 9.816787 9.816787
5735 3.766448 9.512905 9.512905
5736 3.687042 9.120660 9.120660
5737 3.762828 9.953555 9.953555
5738 3.848850 9.755062 9.755062
5739 3.997042 9.664657 9.664657
5740 4.003875 9.746771 9.746771
5741 3.889268 8.128433 8.128433
5742 3.656214 7.844233 7.844233
5743 3.596484 8.519031 8.519031
5744 3.553371 8.459646 8.459646
5745 3.319647 8.086161 8.086161
5746 3.071090 6.838720 6.838720
5747 2.999704 7.135868 7.135868
5748 2.819101 5.490572 5.490572
5749 2.886588 6.183069 6.183069
5750 3.224886 8.407784 8.407784
5751 3.211690 9.209436 9.209436
5752 3.130477 7.524436 7.524436
5753 3.073700 4.937802 4.937802
5754 3.035744 5.692129 5.692129
5755 2.952630 6.681170 6.681170
5756 3.075287 7.384854 7.384854
5757 3.222623 7.273669 7.273669
5758 3.246349 6.751548 6.751548
5759 3.212656 7.773422 7.773422
5760 3.154498 7.997751 7.997751
5761 2.981389 8.626959 8.626959
5762 3.107617 8.225004 8.225004
5763 3.105979 7.009210 7.009210
5764 3.062565 7.338559 7.338559
5765 3.280867 8.166518 8.166518
5766 3.316093 7.271298 7.271298
5767 3.106118 5.942054 5.942054
5768 3.211525 3.961859 3.961859
5769 3.422453 4.208741 4.208741
5770 3.512686 4.406488 4.406488
5771 3.500527 4.620349 4.620349
5772 3.474771 4.442952 4.442952
5773 3.335566 4.072896 4.072896
5774 3.277247 4.660693 4.660693
5775 3.261318 5.906371 5.906371
5776 3.119069 4.960766 4.960766
5777 2.916114 4.321847 4.321847
5778 2.930776 4.391472 4.391472
5779 2.948667 4.216255 4.216255
5780 3.113053 5.253058 5.253058
5781 3.106857 6.546287 6.546287
5782 3.127904 6.680259 6.680259
5783 3.261782 5.829517 5.829517
5784 3.413798 6.365374 6.365374
5785 3.408724 6.730222 6.730222
5786 3.360058 5.000112 5.000112
5787 3.111621 4.580837 4.580837
5788 3.017471 6.106669 6.106669
5789 3.221304 6.165172 6.165172
5790 3.322084 6.694355 6.694355
5791 3.369471 7.306032 7.306032
5792 3.475250 7.297757 7.297757
5793 3.571788 7.761077 7.761077
5794 3.760365 9.441988 9.441988
5795 3.870782 9.908897 9.908897
5796 4.010181 10.396976 10.396976
5797 3.927581 9.586533 9.586533
5798 3.806720 8.460245 8.460245
5799 3.778562 8.007535 8.007535
5800 3.728772 7.080300 7.080300
5801 3.713450 7.502831 7.502831
5802 3.700280 10.366005 10.366005
5803 3.654938 9.910500 9.910500
5804 3.426047 9.584149 9.584149
5805 3.535106 10.961391 10.961391
5806 3.628324 12.111710 12.111710
5807 3.682263 12.497507 12.497507
5808 3.770257 10.896639 10.896639
5809 3.961519 10.065510 10.065510
5810 4.232018 10.129958 10.129958
5811 4.399998 10.174596 10.174596
5812 4.359047 10.782485 10.782485
5813 4.329117 12.009632 12.009632
5814 4.222974 11.994282 11.994282
5815 4.184353 13.098261 13.098261
5816 4.120310 12.374096 12.374096
5817 4.392415 14.081437 14.081437
5818 4.416867 14.516018 14.516018
5819 4.447979 14.190013 14.190013
5820 4.678094 13.801338 13.801338
5821 4.832744 13.881864 13.881864
5822 4.759423 13.886773 13.886773
5823 4.592464 13.652396 13.652396
5824 4.584371 13.054185 13.054185
5825 4.558743 14.186779 14.186779
5826 4.333600 13.499703 13.499703
5827 4.167384 12.847470 12.847470
5828 3.907390 11.476829 11.476829
5829 3.903956 11.359587 11.359587
5830 3.964469 10.424131 10.424131
5831 3.897066 10.600771 10.600771
5832 3.695299 9.707071 9.707071
5833 3.719707 8.793383 8.793383
5834 3.589465 8.261836 8.261836
5835 3.505068 7.130673 7.130673
5836 3.463743 6.804173 6.804173
5837 3.365280 7.054700 7.054700
5838 3.328366 6.033211 6.033211
5839 3.415261 6.230794 6.230794
5840 3.488379 7.026340 7.026340
5841 3.518498 6.919937 6.919937
5842 3.651157 7.649115 7.649115
5843 3.816952 6.927657 6.927657
5844 3.776334 7.266104 7.266104
5845 3.645830 7.373211 7.373211
5846 3.606499 7.320165 7.320165
5847 3.665677 6.867667 6.867667
5848 3.571682 5.189745 5.189745
5849 3.425384 6.037458 6.037458
5850 3.502945 5.903027 5.903027
5851 3.420390 3.517709 3.517709
5852 3.354151 4.567199 4.567199
5853 3.229406 5.645027 5.645027
5854 3.367063 6.272937 6.272937
5855 3.404510 5.599234 5.599234
5856 3.462489 5.006029 5.006029
5857 3.376622 4.743385 4.743385
5858 3.209150 5.452535 5.452535
5859 3.111502 5.213764 5.213764
5860 3.173819 6.380139 6.380139
5861 3.326867 6.299544 6.299544
5862 3.427881 5.634653 5.634653
5863 3.325407 6.028885 6.028885
5864 3.453813 6.046545 6.046545
5865 3.678932 5.324817 5.324817
5866 3.738533 6.023557 6.023557
5867 3.690169 6.484694 6.484694
5868 3.623461 4.739854 4.739854
5869 3.498072 5.342408 5.342408
5870 3.498260 6.094190 6.094190
5871 3.422252 6.424221 6.424221
5872 3.580561 6.689244 6.689244
5873 3.480827 4.871331 4.871331
5874 3.484654 4.488422 4.488422
5875 3.395741 3.982965 3.982965
5876 3.266759 4.357244 4.357244
5877 2.983220 4.115204 4.115204
5878 2.935671 4.538214 4.538214
5879 2.948471 4.881604 4.881604
5880 2.863526 6.482282 6.482282
5881 2.803513 7.259367 7.259367
5882 2.746565 8.292101 8.292101
5883 2.850086 7.215751 7.215751
5884 2.953518 7.982733 7.982733
5885 2.954150 7.787277 7.787277
5886 2.944299 8.519942 8.519942
5887 3.037269 9.002025 9.002025
5888 3.128985 9.380592 9.380592
5889 3.209014 7.692985 7.692985
5890 3.290943 7.108956 7.108956
5891 3.561571 7.751892 7.751892
5892 3.644856 8.919472 8.919472
5893 3.703043 8.682871 8.682871
5894 3.698081 8.382053 8.382053
5895 3.644130 8.263165 8.263165
5896 3.576138 8.934398 8.934398
5897 3.462470 8.805859 8.805859
5898 3.302010 8.508652 8.508652
5899 3.197292 8.149159 8.149159
5900 3.053644 7.694986 7.694986
5901 2.913758 6.439546 6.439546
5902 2.992774 5.999604 5.999604
5903 3.012185 6.842038 6.842038
5904 3.090742 5.948830 5.948830
5905 3.118174 4.109618 4.109618
5906 3.116403 2.788355 2.788355
5907 2.908885 2.290174 2.290174
5908 2.958042 2.579460 2.579460
5909 2.966854 4.726345 4.726345
5910 3.043694 4.541880 4.541880
5911 3.053740 5.601883 5.601883
5912 3.176961 6.306462 6.306462
5913 3.578504 6.827419 6.827419
5914 3.541704 5.833404 5.833404
5915 3.396956 5.233180 5.233180
5916 3.363169 6.319683 6.319683
5917 3.072876 5.681911 5.681911
5918 2.744066 6.493142 6.493142
5919 2.666869 6.777976 6.777976
5920 2.773593 7.486017 7.486017
5921 2.880202 8.435595 8.435595
5922 3.029960 9.090293 9.090293
5923 3.350530 7.924264 7.924264
5924 3.551348 9.410497 9.410497
5925 3.736946 10.662624 10.662624
5926 3.688789 10.106130 10.106130
5927 3.473808 8.386188 8.386188
5928 3.262936 9.394573 9.394573
5929 3.211913 9.544866 9.544866
5930 3.209178 9.482900 9.482900
5931 3.172850 8.824692 8.824692
5932 3.063026 8.725770 8.725770
5933 2.872922 8.796281 8.796281
5934 3.060644 8.087946 8.087946
5935 3.437959 9.193217 9.193217
5936 3.860956 9.786421 9.786421
5937 4.174116 8.531974 8.531974
5938 4.330901 9.693060 9.693060
5939 4.408249 9.871606 9.871606
5940 4.264763 9.453382 9.453382
5941 4.025531 9.893787 9.893787
5942 3.902876 10.614642 10.614642
5943 3.786921 10.852798 10.852798
5944 3.676847 11.496254 11.496254
5945 3.612570 10.738417 10.738417
5946 3.433090 10.646823 10.646823
5947 3.187136 10.596609 10.596609
5948 3.149014 10.467735 10.467735
5949 3.080782 8.018464 8.018464
5950 3.009611 7.306054 7.306054
5951 3.065070 8.351058 8.351058
5952 3.184660 9.044624 9.044624
5953 3.297553 9.451280 9.451280
5954 3.471323 9.469762 9.469762
5955 3.572509 8.153351 8.153351
5956 3.623396 8.518930 8.518930
5957 3.714978 8.855336 8.855336
5958 3.847212 8.723876 8.723876
5959 3.820468 8.287937 8.287937
5960 3.848348 7.304089 7.304089
5961 3.594720 5.905021 5.905021
5962 3.519114 5.614291 5.614291
5963 3.614034 6.419472 6.419472
5964 3.768883 7.148613 7.148613
5965 3.891964 7.662473 7.662473
5966 4.056401 7.245387 7.245387
5967 4.157574 7.858281 7.858281
5968 4.063503 6.837140 6.837140
5969 3.845664 7.432632 7.432632
5970 3.861780 7.936014 7.936014
5971 3.925746 8.632277 8.632277
5972 4.043321 9.743063 9.743063
5973 4.169501 8.806700 8.806700
5974 4.364113 10.595680 10.595680
5975 4.471505 12.193671 12.193671
5976 4.468632 12.295799 12.295799
5977 4.346478 12.062211 12.062211
5978 4.474340 12.562808 12.562808
5979 4.567100 12.496431 12.496431
5980 4.504545 12.593997 12.593997
5981 4.533095 12.197004 12.197004
5982 4.686073 11.880551 11.880551
5983 4.790984 11.804693 11.804693
5984 4.790738 11.941057 11.941057
5985 4.666626 10.863548 10.863548
5986 4.714399 11.367230 11.367230
5987 4.631271 12.748905 12.748905
5988 4.610793 13.876023 13.876023
5989 4.657749 14.960566 14.960566
5990 4.744330 15.964759 15.964759
5991 4.910470 15.592578 15.592578
5992 5.051139 16.796633 16.796633
5993 5.267363 17.814418 17.814418
5994 5.186810 15.748810 15.748810
5995 5.171276 16.267150 16.267150
5996 5.137005 16.555031 16.555031
5997 5.179838 15.801077 15.801077
5998 5.117166 15.407173 15.407173
5999 5.032481 13.419097 13.419097
6000 5.084632 13.222103 13.222103
6001 5.167526 14.738893 14.738893
6002 5.214334 13.292016 13.292016
6003 5.340390 14.506157 14.506157
6004 5.462523 15.162816 15.162816
6005 5.697417 16.867165 16.867165
6006 5.571352 16.080805 16.080805
6007 5.347015 15.138099 15.138099
6008 5.212706 15.089349 15.089349
6009 5.145144 14.534281 14.534281
6010 5.054527 11.869934 11.869934
6011 4.966270 11.657850 11.657850
6012 4.974302 13.291335 13.291335
6013 5.134556 15.517696 15.517696
6014 5.293611 15.796526 15.796526
6015 5.146940 13.456946 13.456946
6016 4.983370 12.494293 12.494293
6017 4.757824 13.700394 13.700394
6018 4.845056 15.076886 15.076886
6019 4.928954 14.661289 14.661289
6020 4.809413 15.307136 15.307136
6021 4.596912 13.917251 13.917251
6022 4.312563 12.180556 12.180556
6023 4.257558 11.131592 11.131592
6024 4.198723 10.685437 10.685437
6025 3.927924 9.421868 9.421868
6026 3.735781 9.819793 9.819793
6027 3.698363 11.108768 11.108768
6028 3.702212 10.884665 10.884665
6029 3.478970 10.678539 10.678539
6030 3.399433 12.060166 12.060166
6031 3.446502 11.304395 11.304395
6032 3.541479 11.581734 11.581734
6033 3.578524 10.679871 10.679871
6034 3.638108 10.062808 10.062808
6035 3.737103 9.929639 9.929639
6036 3.723743 11.601464 11.601464
6037 3.759186 11.257290 11.257290
6038 3.899723 11.155574 11.155574
6039 4.135514 12.755782 12.755782
6040 4.104034 12.865865 12.865865
6041 4.077832 13.414279 13.414279
6042 4.143956 14.267966 14.267966
6043 4.098723 14.256217 14.256217
6044 3.797838 12.008325 12.008325
6045 3.853511 12.685242 12.685242
6046 3.852589 12.724483 12.724483
6047 3.750640 10.720629 10.720629
6048 3.658084 11.686282 11.686282
6049 3.696598 12.238130 12.238130
6050 3.732607 11.245860 11.245860
6051 3.799370 10.458265 10.458265
6052 3.825054 9.675974 9.675974
6053 3.664781 10.817298 10.817298
6054 3.578748 10.593609 10.593609
6055 3.843905 11.594058 11.594058
6056 4.160840 12.564916 12.564916
6057 4.288374 12.662878 12.662878
6058 4.334731 12.090312 12.090312
6059 4.263220 11.076445 11.076445
6060 4.046181 8.828679 8.828679
6061 3.886678 6.774945 6.774945
6062 3.698970 7.031673 7.031673
6063 3.576669 7.390871 7.390871
6064 3.534414 8.284892 8.284892
6065 3.666796 7.536480 7.536480
6066 3.961877 9.017166 9.017166
6067 4.073053 9.521535 9.521535
6068 4.095528 7.890398 7.890398
6069 4.101444 6.635397 6.635397
6070 4.078591 7.113069 7.113069
6071 3.945773 5.624841 5.624841
6072 3.946662 5.313727 5.313727
6073 3.839512 5.831005 5.831005
6074 3.687813 5.511403 5.511403
6075 3.697501 5.900192 5.900192
6076 3.741603 6.039400 6.039400
6077 3.563040 7.734972 7.734972
6078 3.430708 7.836279 7.836279
6079 3.390844 7.708116 7.708116
6080 3.473782 8.708095 8.708095
6081 3.444304 8.291225 8.291225
6082 3.441753 9.314090 9.314090
6083 3.548081 9.988409 9.988409
6084 3.660287 9.984624 9.984624
6085 3.595967 8.979057 8.979057
6086 3.547448 8.203730 8.203730
6087 3.328090 8.303308 8.303308
6088 3.367787 9.162180 9.162180
6089 3.375950 9.237969 9.237969
6090 3.492932 9.266012 9.266012
6091 3.819392 10.254314 10.254314
6092 3.831297 10.425279 10.425279
6093 3.754566 10.407737 10.407737
6094 3.684184 11.628713 11.628713
6095 3.587287 10.936669 10.936669
6096 3.479995 8.707883 8.707883
6097 3.507658 8.809269 8.809269
6098 3.544924 8.840169 8.840169
6099 3.701406 10.031796 10.031796
6100 3.772600 11.286720 11.286720
6101 3.479517 9.947174 9.947174
6102 3.466613 9.808924 9.808924
6103 3.744241 9.936934 9.936934
6104 4.045322 11.282070 11.282070
6105 4.201144 12.819855 12.819855
6106 4.163127 12.679110 12.679110
6107 4.326066 11.978401 11.978401
6108 4.437959 12.184137 12.184137
6109 4.372582 11.114193 11.114193
6110 4.041217 8.748098 8.748098
6111 3.884495 7.916690 7.916690
6112 4.054954 8.397493 8.397493
6113 4.109881 7.360474 7.360474
6114 4.039299 7.754082 7.754082
6115 3.815353 8.273129 8.273129
6116 3.847268 7.868187 7.868187
6117 4.161839 8.011964 8.011964
6118 4.203215 9.743740 9.743740
6119 4.221582 11.175235 11.175235
6120 4.248402 11.856757 11.856757
6121 4.207098 12.848947 12.848947
6122 3.918138 11.382448 11.382448
6123 3.762795 9.819763 9.819763
6124 3.732408 10.044577 10.044577
6125 3.712963 10.459884 10.459884
6126 3.515525 10.382491 10.382491
6127 3.260923 9.225555 9.225555
6128 3.488943 9.742674 9.742674
6129 3.736982 11.755686 11.755686
6130 3.911501 11.247316 11.247316
6131 4.158061 11.986533 11.986533
6132 4.345124 13.201724 13.201724
6133 4.633344 15.448789 15.448789
6134 4.791526 15.578243 15.578243
6135 4.776232 15.470455 15.470455
6136 4.822655 14.699195 14.699195
6137 4.804163 13.349518 13.349518
6138 4.759949 12.923450 12.923450
6139 4.697182 12.290874 12.290874
6140 4.699262 12.061454 12.061454
6141 4.944791 11.431219 11.431219
6142 4.858440 10.796757 10.796757
6143 4.528226 10.485973 10.485973
6144 4.175872 9.525821 9.525821
6145 4.150342 9.393673 9.393673
6146 3.966436 11.829595 11.829595
6147 3.869269 11.439281 11.439281
6148 3.803179 10.604053 10.604053
6149 3.630182 10.207342 10.207342
6150 3.718893 9.830696 9.830696
6151 3.899081 10.625342 10.625342
6152 3.965424 11.217012 11.217012
6153 3.778123 10.294162 10.294162
6154 3.629153 9.820532 9.820532
6155 3.350126 8.070551 8.070551
6156 3.071811 6.963241 6.963241
6157 2.892042 6.320551 6.320551
6158 2.844068 7.645379 7.645379
6159 2.780163 7.939804 7.939804
6160 3.016855 7.730164 7.730164
6161 2.959089 8.145735 8.145735
6162 2.863004 8.792002 8.792002
6163 2.945722 8.079977 8.079977
6164 3.164714 6.864210 6.864210
6165 3.378072 7.779909 7.779909
6166 3.213349 7.549295 7.549295
6167 3.146037 8.492807 8.492807
6168 2.898614 7.175695 7.175695
6169 2.787422 6.591065 6.591065
6170 2.598616 6.329741 6.329741
6171 2.574135 7.013372 7.013372
6172 2.808309 7.992054 7.992054
6173 3.075021 8.564611 8.564611
6174 3.397276 9.287639 9.287639
6175 3.472288 8.259673 8.259673
6176 3.443759 7.670507 7.670507
6177 3.553261 8.665443 8.665443
6178 3.551330 7.988502 7.988502
6179 3.486459 7.831173 7.831173
6180 3.603611 7.190154 7.190154
6181 3.863795 7.415246 7.415246
6182 3.951351 7.774896 7.774896
6183 4.108123 10.001678 10.001678
6184 4.338904 11.338955 11.338955
6185 4.305764 10.966589 10.966589
6186 4.078396 10.816004 10.816004
6187 4.078685 10.282704 10.282704
6188 4.103215 10.317010 10.317010
6189 3.976070 9.986982 9.986982
6190 3.787098 8.002040 8.002040
6191 3.470966 6.649960 6.649960
6192 3.321348 6.374510 6.374510
6193 3.285004 6.683912 6.683912
6194 3.400994 8.554837 8.554837
6195 3.464603 9.173726 9.173726
6196 3.752233 10.151476 10.151476
6197 3.639759 9.421120 9.421120
6198 3.422866 7.794188 7.794188
6199 3.264591 6.850114 6.850114
6200 3.160575 6.939140 6.939140
6201 3.124102 5.858725 5.858725
6202 3.027033 5.527254 5.527254
6203 3.347949 5.176144 5.176144
6204 3.653935 5.637452 5.637452
6205 3.654715 7.109747 7.109747
6206 3.603283 8.266676 8.266676
6207 3.287228 8.879723 8.879723
6208 3.129976 8.504556 8.504556
6209 3.238109 8.750488 8.750488
6210 3.152393 6.842067 6.842067
6211 2.918629 5.680637 5.680637
6212 2.891998 7.641664 7.641664
6213 2.850565 6.667307 6.667307
6214 2.615343 7.077658 7.077658
6215 2.545698 6.044862 6.044862
6216 2.521230 5.934689 5.934689
6217 2.708061 7.132570 7.132570
6218 2.909217 7.431743 7.431743
6219 3.036378 8.414319 8.414319
6220 3.134523 8.916639 8.916639
6221 3.177069 9.461087 9.461087
6222 3.322124 10.563516 10.563516
6223 3.489655 10.625620 10.625620
6224 3.363622 9.407239 9.407239
6225 3.261392 7.815859 7.815859
6226 3.325640 7.712908 7.712908
6227 3.392733 7.332300 7.332300
6228 3.419184 8.533194 8.533194
6229 3.400027 8.362328 8.362328
6230 3.241162 7.003807 7.003807
6231 3.253177 8.558165 8.558165
6232 3.251388 9.760445 9.760445
6233 3.245933 8.241210 8.241210
6234 3.148800 7.668090 7.668090
6235 3.171014 7.134528 7.134528
6236 2.947645 7.081507 7.081507
6237 2.962516 6.104870 6.104870
6238 3.113374 7.209986 7.209986
6239 3.178929 8.185390 8.185390
6240 3.080266 8.807003 8.807003
6241 3.082376 9.351993 9.351993
6242 3.058829 8.826498 8.826498
6243 2.942514 7.547651 7.547651
6244 2.929164 8.897550 8.897550
6245 2.787684 8.139531 8.139531
6246 2.646322 7.676750 7.676750
6247 2.837920 6.981366 6.981366
6248 2.925119 7.136320 7.136320
6249 2.910181 6.384078 6.384078
6250 2.844243 5.535467 5.535467
6251 2.864561 5.162980 5.162980
6252 2.831774 5.289341 5.289341
6253 2.791250 5.611191 5.611191
6254 2.692928 5.568166 5.568166
6255 2.770658 4.857298 4.857298
