# t rg re1 re2
3144 2.599515 7.459758 7.459758
3145 2.530960 7.182479 7.182479
3146 2.688106 7.716026 7.716026
3147 2.589445 8.455113 8.455113
3148 2.641634 8.488261 8.488261
3149 2.740565 8.193755 8.193755
3150 2.889360 8.962896 8.962896
3151 2.887198 8.828212 8.828212
3152 2.817087 8.513561 8.513561
3153 2.735964 8.284247 8.284247
3154 2.916054 9.525286 9.525286
3155 3.173054 11.151010 11.151010
3156 3.243781 11.803197 11.803197
3157 2.931707 10.331976 10.331976
3158 2.774497 9.182667 9.182667
3159 2.649256 8.984292 8.984292
3160 2.674328 9.330885 9.330885
3161 2.750446 8.079769 8.079769
3162 2.793318 8.117777 8.117777
3163 2.737261 7.734270 7.734270
3164 2.727226 5.889036 5.889036
3165 2.846744 6.651124 6.651124
3166 2.804496 8.190582 8.190582
3167 2.653183 7.741954 7.741954
3168 2.590335 8.080830 8.080830
3169 2.637330 9.186330 9.186330
3170 2.614581 7.572017 7.572017
3171 2.572572 6.291075 6.291075
3172 2.490992 5.582425 5.582425
3173 2.525665 5.571097 5.571097
3174 2.486640 5.352293 5.352293
3175 2.612534 5.301486 5.301486
3176 2.881264 5.678618 5.678618
3177 3.068361 6.239471 6.239471
3178 3.056361 8.585155 8.585155
3179 3.110492 10.094448 10.094448
3180 3.025358 9.161977 9.161977
3181 2.860383 7.984908 7.984908
3182 2.754544 7.920538 7.920538
3183 2.865484 8.123614 8.123614
3184 3.001573 8.111033 8.111033
3185 3.265438 7.543515 7.543515
3186 3.469805 6.658778 6.658778
3187 3.314723 6.671585 6.671585
3188 3.097057 6.318836 6.318836
3189 3.249717 9.312409 9.312409
3190 3.342310 9.837941 9.837941
3191 3.188057 9.279635 9.279635
3192 2.987824 9.347132 9.347132
3193 3.070436 9.513104 9.513104
3194 3.213338 8.726838 8.726838
3195 3.548449 9.946391 9.946391
3196 3.809441 11.291518 11.291518
3197 3.815484 9.926433 9.926433
3198 4.015885 9.914360 9.914360
3199 4.182351 10.309513 10.309513
3200 3.950842 10.462503 10.462503
3201 3.875198 9.958885 9.958885
3202 3.578583 8.628156 8.628156
3203 3.484699 7.995586 7.995586
3204 3.395732 7.661483 7.661483
3205 3.206716 7.104178 7.104178
3206 3.092137 6.474420 6.474420
3207 3.178078 8.039268 8.039268
3208 3.262099 8.907108 8.907108
3209 3.347194 8.956377 8.956377
3210 3.349110 9.109097 9.109097
3211 3.250176 9.283886 9.283886
3212 3.379359 9.890093 9.890093
3213 3.355496 10.013314 10.013314
3214 3.187109 9.753258 9.753258
3215 3.091772 9.660548 9.660548
3216 3.112072 7.992229 7.992229
3217 3.207979 8.025910 8.025910
3218 3.218424 7.975518 7.975518
3219 3.311658 8.044553 8.044553
3220 3.350128 7.919076 7.919076
3221 3.381950 8.338720 8.338720
3222 3.465614 9.253517 9.253517
3223 3.437848 9.968294 9.968294
3224 3.545758 10.173810 10.173810
3225 3.357551 9.763741 9.763741
3226 3.088638 7.959810 7.959810
3227 3.039988 5.792715 5.792715
3228 3.006530 5.713592 5.713592
3229 3.336915 7.357685 7.357685
3230 3.537428 8.747043 8.747043
3231 3.678513 8.363765 8.363765
3232 3.776681 8.070830 8.070830
3233 3.983122 7.957187 7.957187
3234 3.848424 8.072087 8.072087
3235 3.604769 7.550861 7.550861
3236 3.562830 7.383084 7.383084
3237 3.478072 7.295582 7.295582
3238 3.178086 6.163674 6.163674
3239 2.974762 6.358807 6.358807
3240 2.965623 6.271775 6.271775
3241 3.044098 4.981452 4.981452
3242 3.085635 5.171440 5.171440
3243 3.437767 6.340234 6.340234
3244 3.595175 7.792408 7.792408
3245 3.863484 9.898263 9.898263
3246 4.162899 10.793348 10.793348
3247 4.213691 11.539904 11.539904
3248 4.163330 12.685114 12.685114
3249 4.126523 11.960136 11.960136
3250 4.286588 12.337566 12.337566
3251 4.317399 12.977615 12.977615
3252 4.409590 13.585192 13.585192
3253 4.403590 13.965832 13.965832
3254 4.220838 12.749919 12.749919
3255 4.160094 12.526078 12.526078
3256 4.180514 12.892306 12.892306
3257 4.307504 12.450618 12.450618
3258 4.488887 12.858933 12.858933
3259 4.684608 13.630711 13.630711
3260 4.792051 14.863875 14.863875
3261 4.914221 15.033998 15.033998
3262 5.007230 16.017519 16.017519
3263 4.980260 15.404852 15.404852
3264 4.821753 14.571258 14.571258
3265 4.682535 13.423626 13.423626
3266 4.510667 13.438362 13.438362
3267 4.372732 12.649229 12.649229
3268 4.175080 11.497423 11.497423
3269 4.015214 8.755591 8.755591
3270 4.097349 8.109948 8.109948
3271 3.818374 7.343072 7.343072
3272 3.390556 7.387508 7.387508
3273 3.149403 5.984680 5.984680
3274 3.320465 7.702025 7.702025
3275 3.549470 9.110423 9.110423
3276 3.643912 9.503831 9.503831
3277 3.817485 10.374947 10.374947
3278 4.024502 11.670018 11.670018
3279 4.684219 12.044857 12.044857
3280 5.111266 12.820855 12.820855
3281 5.133784 13.158662 13.158662
3282 4.977247 11.606940 11.606940
3283 4.623628 10.482228 10.482228
3284 4.380011 10.704393 10.704393
3285 4.418852 12.212133 12.212133
3286 4.422918 14.060147 14.060147
3287 4.387231 13.558739 13.558739
3288 4.271591 11.627826 11.627826
3289 4.153544 11.648355 11.648355
3290 4.025278 11.068855 11.068855
3291 4.116730 11.846813 11.846813
3292 4.064575 11.469123 11.469123
3293 3.922485 10.913625 10.913625
3294 3.819509 11.138428 11.138428
3295 3.676411 10.644653 10.644653
3296 3.651495 11.088676 11.088676
3297 3.609671 10.889377 10.889377
3298 3.633163 9.384724 9.384724
3299 3.605074 8.838244 8.838244
3300 3.475541 9.973923 9.973923
3301 3.349027 9.712737 9.712737
3302 3.271445 9.293043 9.293043
3303 3.261643 8.744571 8.744571
3304 3.130967 8.876559 8.876559
3305 3.094889 8.563070 8.563070
3306 3.283750 9.284049 9.284049
3307 3.292498 9.325462 9.325462
3308 3.116802 8.336641 8.336641
3309 3.148262 8.374932 8.374932
3310 3.266795 7.881109 7.881109
3311 3.373470 9.612614 9.612614
3312 3.533899 9.518030 9.518030
3313 3.679996 9.485092 9.485092
3314 3.732233 10.249100 10.249100
3315 3.653870 10.224182 10.224182
3316 3.722302 8.637868 8.637868
3317 3.859371 9.251256 9.251256
3318 3.907253 10.702140 10.702140
3319 3.977781 12.832463 12.832463
3320 4.093954 13.871221 13.871221
3321 4.111726 12.783549 12.783549
3322 4.106899 13.155445 13.155445
3323 4.337596 13.502604 13.502604
3324 4.199797 13.621518 13.621518
3325 3.885173 11.457835 11.457835
3326 3.821168 11.137911 11.137911
3327 3.926682 11.739214 11.739214
3328 3.966334 12.406567 12.406567
3329 3.972401 12.365010 12.365010
3330 4.068774 12.356902 12.356902
3331 4.164588 12.989238 12.989238
3332 4.046335 12.426623 12.426623
3333 3.636905 10.927602 10.927602
3334 3.201505 10.400877 10.400877
3335 3.365441 9.675091 9.675091
3336 3.672780 10.401625 10.401625
3337 3.914351 11.670742 11.670742
3338 3.845324 9.964645 9.964645
3339 3.574459 8.856181 8.856181
3340 3.402781 8.646719 8.646719
3341 3.415466 8.535916 8.535916
3342 3.504611 9.635084 9.635084
3343 3.600112 10.060249 10.060249
3344 3.476869 10.281579 10.281579
3345 3.402720 10.547016 10.547016
3346 3.410049 10.392636 10.392636
3347 3.343396 10.260770 10.260770
3348 3.265264 9.410795 9.410795
3349 3.384501 9.712416 9.712416
3350 3.390373 8.654811 8.654811
3351 3.349547 7.774834 7.774834
3352 3.280896 7.625231 7.625231
3353 3.174707 7.653773 7.653773
3354 3.149117 7.886576 7.886576
3355 2.984307 8.138331 8.138331
3356 3.064619 7.645502 7.645502
3357 3.238840 9.273300 9.273300
3358 3.106635 9.483972 9.483972
3359 3.073679 8.815490 8.815490
3360 3.130830 9.191984 9.191984
3361 3.055831 8.991716 8.991716
3362 3.159613 8.300595 8.300595
3363 2.991372 7.236618 7.236618
3364 3.042976 7.609975 7.609975
3365 2.976586 8.394344 8.394344
3366 2.940744 8.364653 8.364653
3367 2.879992 7.251176 7.251176
3368 2.924259 6.952532 6.952532
3369 2.998580 5.725563 5.725563
3370 2.911242 3.938102 3.938102
3371 2.837221 3.869963 3.869963
3372 2.823707 3.525154 3.525154
3373 2.903966 4.275898 4.275898
3374 2.876073 5.428102 5.428102
3375 2.637514 4.749328 4.749328
3376 2.756522 5.892350 5.892350
3377 2.793996 6.518047 6.518047
3378 2.701236 7.503986 7.503986
3379 2.799609 8.722898 8.722898
3380 2.792215 9.323578 9.323578
3381 2.928605 9.079296 9.079296
3382 2.886934 8.145132 8.145132
3383 2.949335 8.954892 8.954892
3384 3.038206 8.543304 8.543304
3385 3.226769 8.918851 8.918851
3386 3.405313 10.280169 10.280169
3387 3.533656 11.316340 11.316340
3388 3.536345 10.505655 10.505655
3389 3.850375 11.646710 11.646710
3390 4.391920 11.445991 11.445991
3391 4.463831 12.314792 12.314792
3392 4.484221 11.825874 11.825874
3393 4.459067 10.831079 10.831079
3394 4.414064 9.967876 9.967876
3395 4.255412 9.119599 9.119599
3396 4.077032 7.709022 7.709022
3397 4.015591 9.065369 9.065369
3398 3.717964 9.294793 9.294793
3399 3.441915 9.173520 9.173520
3400 3.180697 8.990513 8.990513
3401 3.121042 7.749656 7.749656
3402 3.064120 7.487820 7.487820
3403 3.072184 7.664872 7.664872
3404 3.058544 7.645070 7.645070
3405 3.134031 8.355758 8.355758
3406 3.137202 7.873054 7.873054
3407 3.337881 9.457079 9.457079
3408 3.561243 9.708067 9.708067
3409 3.625782 9.910517 9.910517
3410 3.527046 9.401204 9.401204
3411 3.322961 7.857829 7.857829
3412 3.046033 6.898627 6.898627
3413 3.030131 7.593298 7.593298
3414 3.066650 6.885614 6.885614
3415 2.957391 6.635413 6.635413
3416 2.890587 6.207916 6.207916
3417 2.718159 6.044677 6.044677
3418 2.557467 5.666461 5.666461
3419 2.698097 5.930502 5.930502
3420 2.700831 6.235925 6.235925
3421 2.646771 6.002029 6.002029
3422 2.645809 6.546330 6.546330
3423 2.606510 5.221127 5.221127
3424 2.616577 6.459399 6.459399
3425 2.494214 6.978006 6.978006
3426 2.460790 5.411550 5.411550
3427 2.582809 5.303594 5.303594
3428 2.822245 6.761837 6.761837
3429 2.965010 7.985451 7.985451
3430 3.201664 7.366757 7.366757
3431 3.335879 7.034581 7.034581
3432 3.416020 8.145690 8.145690
3433 3.462154 8.407430 8.407430
3434 3.273057 7.939110 7.939110
3435 3.204687 8.274948 8.274948
3436 3.084077 7.441283 7.441283
3437 3.163849 6.826364 6.826364
3438 3.181026 7.409996 7.409996
3439 3.278673 7.174409 7.174409
3440 3.236566 7.049412 7.049412
3441 3.176760 5.938232 5.938232
3442 3.268144 4.895790 4.895790
3443 3.217440 6.745273 6.745273
3444 3.168909 7.323862 7.323862
3445 2.943712 7.204043 7.204043
3446 3.011485 8.016521 8.016521
3447 3.084839 7.569774 7.569774
3448 3.530465 6.313313 6.313313
3449 3.656749 6.480177 6.480177
3450 3.818624 6.702257 6.702257
3451 4.027621 9.565313 9.565313
3452 4.089553 10.749239 10.749239
3453 3.859408 10.154234 10.154234
3454 3.666806 8.923331 8.923331
3455 3.634329 9.420795 9.420795
3456 3.624484 9.173566 9.173566
3457 3.755659 8.695583 8.695583
3458 4.130861 8.096567 8.096567
3459 4.149654 9.023416 9.023416
3460 3.957197 8.292401 8.292401
3461 4.129668 8.877924 8.877924
3462 3.899196 9.906906 9.906906
3463 3.405369 9.698960 9.698960
3464 3.014800 7.814515 7.814515
3465 2.897571 6.624404 6.624404
3466 2.923681 7.293592 7.293592
3467 2.947506 7.563158 7.563158
3468 2.941181 7.873650 7.873650
3469 2.961480 7.495315 7.495315
3470 3.054391 7.924717 7.924717
3471 3.003864 5.862623 5.862623
3472 3.079103 5.902273 5.902273
3473 2.890652 5.665580 5.665580
3474 2.796157 5.051616 5.051616
3475 2.841217 4.756228 4.756228
3476 2.869171 5.813453 5.813453
3477 3.139690 5.711926 5.711926
3478 3.211418 6.556323 6.556323
3479 3.293371 6.569214 6.569214
3480 3.549913 7.509588 7.509588
3481 3.642999 8.552179 8.552179
3482 3.487069 9.107955 9.107955
3483 3.406575 9.398620 9.398620
3484 3.504335 8.885795 8.885795
3485 3.311008 9.121980 9.121980
3486 3.130707 9.219988 9.219988
3487 3.330740 9.741999 9.741999
3488 3.648799 11.265766 11.265766
3489 3.695910 12.079365 12.079365
3490 3.674723 10.992133 10.992133
3491 3.517444 10.042365 10.042365
3492 3.396501 9.554065 9.554065
3493 3.419494 8.227102 8.227102
3494 3.445784 9.199980 9.199980
3495 3.487626 9.751552 9.751552
3496 3.499762 9.221264 9.221264
3497 3.592013 9.687787 9.687787
3498 3.704392 9.971538 9.971538
3499 3.638533 9.402087 9.402087
3500 3.464494 8.840498 8.840498
3501 3.374879 9.416362 9.416362
3502 3.568874 10.578297 10.578297
3503 3.707289 10.646155 10.646155
3504 3.772481 11.005891 11.005891
3505 3.689398 11.078534 11.078534
3506 3.600035 10.743160 10.743160
3507 3.545342 10.055383 10.055383
3508 3.458954 9.635776 9.635776
3509 3.336497 8.947465 8.947465
3510 3.347489 7.220503 7.220503
3511 3.359976 5.672984 5.672984
3512 3.422803 6.036214 6.036214
3513 3.394754 6.922890 6.922890
3514 3.622895 7.901130 7.901130
3515 3.846174 8.941711 8.941711
3516 4.080876 9.240177 9.240177
3517 4.023542 8.397861 8.397861
3518 3.887792 8.649045 8.649045
3519 3.924675 8.536761 8.536761
3520 4.030584 11.521981 11.521981
3521 4.154629 12.124373 12.124373
3522 4.173346 12.062839 12.062839
3523 4.222660 12.357462 12.357462
3524 4.305257 12.207351 12.207351
3525 4.185391 10.963224 10.963224
3526 4.113251 9.617697 9.617697
3527 3.950023 9.922322 9.922322
3528 3.905462 9.587721 9.587721
3529 3.984357 9.337736 9.337736
3530 4.182381 10.301778 10.301778
3531 4.006381 9.980315 9.980315
3532 3.680987 9.729848 9.729848
3533 3.356588 8.020799 8.020799
3534 3.221179 6.896520 6.896520
3535 3.489633 6.958468 6.958468
3536 3.774222 7.545856 7.545856
3537 4.017786 7.643294 7.643294
3538 3.812130 8.523016 8.523016
3539 3.765880 8.679414 8.679414
3540 3.861401 9.687658 9.687658
3541 3.959270 9.671564 9.671564
3542 3.874110 9.446950 9.446950
3543 3.741638 10.273909 10.273909
3544 3.565719 9.514462 9.514462
3545 3.665100 9.371280 9.371280
3546 3.716622 9.122147 9.122147
3547 3.690953 9.582294 9.582294
3548 3.775034 11.023837 11.023837
3549 4.087947 11.239212 11.239212
3550 4.339072 12.420561 12.420561
3551 4.448803 12.732310 12.732310
3552 4.689976 14.556778 14.556778
3553 4.740881 15.286086 15.286086
3554 4.429293 13.656654 13.656654
3555 4.281254 13.528951 13.528951
3556 4.134028 13.036649 13.036649
3557 4.034494 12.274615 12.274615
3558 3.987933 13.231451 13.231451
3559 3.978375 14.149659 14.149659
3560 3.925753 12.368352 12.368352
3561 3.581185 11.656392 11.656392
3562 3.526325 11.292906 11.292906
3563 3.727345 10.392656 10.392656
3564 3.874531 9.677940 9.677940
3565 3.800624 9.923998 9.923998
3566 3.715388 10.472312 10.472312
3567 3.798934 9.831801 9.831801
3568 3.856566 10.015363 10.015363
3569 3.961304 9.641833 9.641833
3570 3.793810 10.196009 10.196009
3571 3.549413 10.122358 10.122358
3572 3.680211 10.499221 10.499221
3573 3.905045 11.000576 11.000576
3574 4.058967 11.045708 11.045708
3575 4.058894 10.800295 10.800295
3576 3.942842 10.440373 10.440373
3577 3.891294 10.441588 10.441588
3578 3.702843 9.977904 9.977904
3579 3.585352 9.973278 9.973278
3580 3.710970 9.497523 9.497523
3581 3.785504 8.921282 8.921282
3582 3.904302 9.596305 9.596305
3583 3.825880 10.035883 10.035883
3584 3.691991 10.649441 10.649441
3585 3.511004 11.437184 11.437184
3586 3.695597 11.793420 11.793420
3587 4.070383 12.540095 12.540095
3588 4.162117 12.098857 12.098857
3589 4.171218 12.209495 12.209495
3590 4.145051 11.268637 11.268637
3591 4.046248 10.981186 10.981186
3592 3.932259 9.961584 9.961584
3593 3.876010 8.516539 8.516539
3594 3.852256 8.863438 8.863438
3595 3.570476 8.985607 8.985607
3596 3.541122 10.717245 10.717245
3597 3.860247 11.600422 11.600422
3598 4.022825 12.814690 12.814690
3599 4.127826 12.587520 12.587520
3600 4.067843 11.644992 11.644992
3601 3.684132 8.683929 8.683929
3602 3.401462 6.940128 6.940128
3603 3.321318 4.659832 4.659832
3604 3.221247 3.801346 3.801346
3605 3.293710 4.482536 4.482536
3606 3.601200 5.199719 5.199719
3607 3.448111 5.974484 5.974484
3608 3.304808 5.881352 5.881352
3609 3.187304 6.339945 6.339945
3610 3.111118 6.467867 6.467867
3611 3.281307 6.569337 6.569337
3612 3.264094 7.099684 7.099684
3613 2.980856 6.891744 6.891744
3614 2.981338 8.124084 8.124084
3615 3.173606 8.129828 8.129828
3616 3.149091 8.473183 8.473183
3617 2.948362 7.196700 7.196700
3618 2.880523 7.715787 7.715787
3619 2.776185 8.765969 8.765969
3620 2.734473 8.815710 8.815710
3621 2.660102 8.075082 8.075082
3622 2.480398 5.587712 5.587712
3623 2.535223 6.167064 6.167064
3624 2.666480 5.810116 5.810116
3625 2.849501 7.645956 7.645956
3626 2.830602 8.073092 8.073092
3627 2.754771 6.787938 6.787938
3628 2.561476 4.785421 4.785421
3629 2.381521 3.833544 3.833544
3630 2.291501 2.619251 2.619251
3631 2.302180 2.857602 2.857602
3632 2.426161 2.595681 2.595681
3633 2.550096 3.502796 3.502796
3634 2.783297 4.721266 4.721266
3635 2.846140 5.612380 5.612380
3636 2.924678 7.322671 7.322671
3637 2.992641 8.361990 8.361990
3638 2.966068 8.399788 8.399788
3639 2.892272 7.277817 7.277817
3640 2.755193 6.693890 6.693890
3641 2.454662 5.179101 5.179101
3642 2.530612 4.761985 4.761985
3643 2.753075 6.493189 6.493189
3644 2.866158 6.426068 6.426068
3645 2.554379 4.266877 4.266877
3646 2.380122 3.769049 3.769049
3647 2.407431 5.857939 5.857939
3648 2.415355 6.033959 6.033959
3649 2.368196 4.798512 4.798512
3650 2.433169 5.103183 5.103183
3651 2.369329 5.200601 5.200601
3652 2.224341 4.086427 4.086427
3653 2.247069 3.509862 3.509862
3654 2.360597 4.452644 4.452644
3655 2.483200 4.799258 4.799258
3656 2.558850 4.624418 4.624418
3657 2.821411 4.316225 4.316225
3658 2.870524 3.732413 3.732413
3659 2.961779 4.222527 4.222527
3660 3.064225 5.865357 5.865357
3661 2.989304 6.144165 6.144165
3662 3.011854 6.152585 6.152585
3663 3.062765 6.152107 6.152107
3664 3.159086 5.615788 5.615788
3665 3.399833 5.043531 5.043531
3666 3.535868 5.787241 5.787241
3667 3.514278 6.845147 6.845147
3668 3.801169 8.239419 8.239419
3669 3.902926 8.722001 8.722001
3670 3.957434 8.728142 8.728142
3671 3.860235 8.606536 8.606536
3672 3.833723 8.003784 8.003784
3673 3.854271 8.057899 8.057899
3674 3.914176 9.295349 9.295349
3675 3.882086 8.742398 8.742398
3676 3.860687 7.593367 7.593367
3677 3.773900 6.852303 6.852303
3678 3.688040 5.755531 5.755531
3679 3.618453 5.711854 5.711854
3680 3.737174 6.239364 6.239364
3681 3.720812 8.219447 8.219447
3682 3.622380 8.811219 8.811219
3683 3.765162 10.733437 10.733437
3684 3.940655 11.550429 11.550429
3685 4.173648 11.355516 11.355516
3686 4.173032 10.268713 10.268713
3687 4.393392 10.944476 10.944476
3688 4.550219 12.318360 12.318360
3689 4.523724 12.360669 12.360669
3690 4.558364 11.864892 11.864892
3691 4.766539 12.458967 12.458967
3692 4.779529 12.556284 12.556284
3693 4.726464 10.982636 10.982636
3694 4.691776 11.161027 11.161027
3695 4.719291 12.214018 12.214018
3696 4.784497 13.073492 13.073492
3697 4.575345 13.106814 13.106814
3698 4.590688 12.858747 12.858747
3699 4.913477 13.491908 13.491908
3700 4.852837 13.929889 13.929889
3701 4.741519 11.455320 11.455320
3702 4.681384 10.521425 10.521425
3703 4.535967 10.480461 10.480461
3704 4.551764 12.956633 12.956633
3705 4.358422 11.853007 11.853007
3706 4.291900 10.916414 10.916414
3707 4.362628 11.494284 11.494284
3708 4.352632 11.916414 11.916414
3709 4.292904 12.516823 12.516823
3710 4.346661 14.266112 14.266112
3711 4.552573 14.056173 14.056173
3712 4.734877 15.035014 15.035014
3713 4.648474 13.604529 13.604529
3714 4.851122 13.299618 13.299618
3715 4.996686 13.513452 13.513452
3716 4.766537 13.521127 13.521127
3717 4.518310 14.699722 14.699722
3718 4.251286 13.148836 13.148836
3719 4.091029 11.692264 11.692264
3720 4.126195 12.542062 12.542062
3721 4.106914 12.283270 12.283270
3722 3.917232 11.803105 11.803105
3723 3.888485 12.812578 12.812578
3724 3.912190 12.261644 12.261644
3725 3.729863 10.592583 10.592583
3726 3.680009 7.801271 7.801271
3727 3.687990 7.588004 7.588004
3728 3.863736 6.692755 6.692755
3729 3.884193 7.776138 7.776138
3730 3.821397 10.266466 10.266466
3731 3.645456 10.662500 10.662500
3732 3.870158 11.320038 11.320038
3733 3.964380 11.553981 11.553981
3734 3.949719 10.407000 10.407000
3735 3.841883 10.351776 10.351776
3736 3.914799 11.944720 11.944720
3737 3.988165 13.139990 13.139990
